Coefficient:  group2 group3 group4 
           GeneID   Chr     Start       End Strand Length  logFC.group2
1270    MSTRG.111 chr15  25327736  25327852      +    117 -1.646372e+00
31791  MSTRG.1961 chr15  89698598  89698765      +    168  2.985060e-01
31806  MSTRG.1961 chr15  89698598  89698765      +    168  2.985060e-01
15667  MSTRG.1013 chr15  54435817  54435881      +     65  6.788483e+00
15699  MSTRG.1013 chr15  54435817  54435881      +     65  6.788483e+00
15730  MSTRG.1013 chr15  54435817  54435881      +     65  6.788483e+00
29027  MSTRG.1744 chr15  82574460  82575453      +    994  1.817610e+00
20821  MSTRG.1234 chr15  64445444  64445585      +    142  4.384715e+00
15388   MSTRG.991 chr15  52414022  52414377      -    356  3.236361e+00
20801  MSTRG.1234 chr15  64445444  64445538      +     95  4.374410e+00
20807  MSTRG.1234 chr15  64445444  64445538      +     95  4.374410e+00
20814  MSTRG.1234 chr15  64445444  64445538      +     95  4.374410e+00
26017  MSTRG.1533 chr15  75013932  75014058      -    127  2.991554e-01
18647  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
18706  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
18766  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
18824  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
18883  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
18941  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19001  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19061  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19121  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19179  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19240  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19298  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19357  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19415  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19474  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19533  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19591  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19647  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
19688  MSTRG.1205 chr15  63009775  63009888      +    114  3.329594e-01
33225  MSTRG.2074 chr15  94945129  94945248      +    120 -3.786675e-01
33245  MSTRG.2074 chr15  94945129  94945248      +    120 -3.786675e-01
33260  MSTRG.2074 chr15  94945129  94945248      +    120 -3.786675e-01
16991  MSTRG.1105 chr15  56126425  56126484      -     60 -1.059501e+00
17013  MSTRG.1105 chr15  56126425  56126484      -     60 -1.059501e+00
17037  MSTRG.1105 chr15  56126425  56126484      -     60 -1.059501e+00
17062  MSTRG.1105 chr15  56126425  56126484      -     60 -1.059501e+00
17087  MSTRG.1105 chr15  56126425  56126484      -     60 -1.059501e+00
3592    MSTRG.261 chr15  23097143  23097897      -    755  2.712263e+00
13414   MSTRG.842 chr15  42696977  42697153      +    177  4.095861e+00
13423   MSTRG.842 chr15  42696977  42697153      +    177  4.095861e+00
27660  MSTRG.1623 chr15  78295647  78295832      -    186 -6.681028e-02
27673  MSTRG.1623 chr15  78295647  78295832      -    186 -6.681028e-02
10514   MSTRG.747 chr15  49327531  49327855      -    325  2.209023e+00
10532   MSTRG.747 chr15  49327531  49327855      -    325  2.209023e+00
15824  MSTRG.1036 chr15  57837790  57837898      +    109 -6.433298e-01
15844  MSTRG.1036 chr15  57837790  57837898      +    109 -6.433298e-01
15864  MSTRG.1036 chr15  57837790  57837898      +    109 -6.433298e-01
15884  MSTRG.1036 chr15  57837790  57837898      +    109 -6.433298e-01
33671  MSTRG.2129 chr15  90634785  90634876      -     92 -7.706850e-01
33683  MSTRG.2129 chr15  90634785  90634876      -     92 -7.706850e-01
33695  MSTRG.2129 chr15  90634785  90634876      -     92 -7.706850e-01
33732  MSTRG.2129 chr15  90634785  90634876      -     92 -7.706850e-01
33743  MSTRG.2129 chr15  90634785  90634876      -     92 -7.706850e-01
25115  MSTRG.1497 chr15  73594954  73597552      +   2599  2.451541e+00
25144  MSTRG.1497 chr15  73594954  73597552      +   2599  2.451541e+00
25174  MSTRG.1497 chr15  73594954  73597552      +   2599  2.451541e+00
25230  MSTRG.1497 chr15  73594954  73597546      +   2593  2.451541e+00
25257  MSTRG.1497 chr15  73594954  73597552      +   2599  2.451541e+00
25342  MSTRG.1497 chr15  73594954  73597547      +   2594  2.451541e+00
25370  MSTRG.1497 chr15  73594954  73597547      +   2594  2.451541e+00
25399  MSTRG.1497 chr15  73594954  73597547      +   2594  2.451541e+00
25428  MSTRG.1497 chr15  73594954  73597547      +   2594  2.451541e+00
25486  MSTRG.1497 chr15  73594954  73597546      +   2593  2.451541e+00
10465   MSTRG.744 chr15  49126966  49127219      -    254  1.784938e+00
10477   MSTRG.744 chr15  49126966  49127219      -    254  1.784938e+00
10486   MSTRG.744 chr15  49126966  49127219      -    254  1.784938e+00
29459  MSTRG.1768 chr15  83222202  83222306      -    105  1.873865e+00
29547  MSTRG.1768 chr15  83222202  83222306      -    105  1.873865e+00
10512   MSTRG.747 chr15  49320650  49320879      -    230  2.131657e+00
10530   MSTRG.747 chr15  49320650  49320879      -    230  2.131657e+00
23985  MSTRG.1450 chr15  71762972  71763174      -    203 -3.416113e-01
13404   MSTRG.842 chr15  42696937  42697153      +    217  4.102664e+00
14088   MSTRG.867 chr15  49448495  49450822      +   2328 -7.793737e-01
17209  MSTRG.1124 chr15  59497599  59497684      -     86  2.779235e-01
17237  MSTRG.1124 chr15  59497599  59497684      -     86  2.779235e-01
33224  MSTRG.2074 chr15  94943150  94943224      +     75 -1.023440e+00
33244  MSTRG.2074 chr15  94943150  94943224      +     75 -1.023440e+00
33259  MSTRG.2074 chr15  94943150  94943224      +     75 -1.023440e+00
15461   MSTRG.993 chr15  52556387  52556493      -    107  2.473347e-01
18628  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18687  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18747  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18805  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18864  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18922  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18982  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19042  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19102  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19160  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19221  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19279  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19338  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19396  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19455  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19514  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19572  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
19628  MSTRG.1205 chr15  62942283  62942380      +     98  1.570595e-01
18431  MSTRG.1189 chr15  63555726  63559973      +   4248  1.843338e+00
18438  MSTRG.1189 chr15  63555726  63559941      +   4216  1.843338e+00
18446  MSTRG.1189 chr15  63555726  63559968      +   4243  1.843338e+00
7331    MSTRG.551 chr15  40091223  40094455      -   3233  1.830183e+00
7334    MSTRG.551 chr15  40091223  40094455      -   3233  1.830183e+00
7337    MSTRG.551 chr15  40091223  40094455      -   3233  1.830183e+00
7341    MSTRG.551 chr15  40091227  40094455      -   3229  1.830183e+00
7343    MSTRG.551 chr15  40091228  40094455      -   3228  1.830183e+00
3640    MSTRG.264 chr15  23157047  23158145      -   1099 -1.766807e+00
34015  MSTRG.2151 chr15  91017296  91017365      +     70 -1.030685e+00
34054  MSTRG.2151 chr15  91017296  91017365      +     70 -1.030685e+00
20803  MSTRG.1234 chr15  64446134  64446201      +     68  4.723719e+00
20809  MSTRG.1234 chr15  64446134  64446201      +     68  4.723719e+00
20816  MSTRG.1234 chr15  64446134  64446201      +     68  4.723719e+00
20823  MSTRG.1234 chr15  64446134  64446201      +     68  4.723719e+00
14610   MSTRG.924 chr15  52223228  52223501      +    274 -4.368434e+00
31796  MSTRG.1961 chr15  89736466  89736550      +     85  2.206375e-01
31811  MSTRG.1961 chr15  89736466  89736550      +     85  2.206375e-01
17368  MSTRG.1145 chr15  60674541  60674640      -    100 -2.359827e+00
17381  MSTRG.1145 chr15  60674541  60674640      -    100 -2.359827e+00
17395  MSTRG.1145 chr15  60674541  60674640      -    100 -2.359827e+00
17408  MSTRG.1145 chr15  60674541  60674640      -    100 -2.359827e+00
9380    MSTRG.717 chr15  43627143  43627368      +    226 -2.099955e+00
9392    MSTRG.717 chr15  43627143  43627368      +    226 -2.099955e+00
9403    MSTRG.717 chr15  43627143  43627368      +    226 -2.099955e+00
34686  MSTRG.2207 chr15 102244062 102244140      -     79 -9.581995e-01
34704  MSTRG.2207 chr15 102244062 102244140      -     79 -9.581995e-01
7809    MSTRG.601 chr15  45123800  45123927      -    128  1.279628e+00
23649  MSTRG.1429 chr15  74044451  74045529      -   1079  2.050824e+00
23657  MSTRG.1429 chr15  74044451  74045529      -   1079  2.050824e+00
23661  MSTRG.1429 chr15  74044451  74045529      -   1079  2.050824e+00
23640  MSTRG.1429 chr15  74044451  74045547      -   1097  2.055771e+00
23653  MSTRG.1429 chr15  74044451  74045547      -   1097  2.055771e+00
30293  MSTRG.1813 chr15  84659838  84659966      +    129 -3.312028e+00
30323  MSTRG.1813 chr15  84659838  84659966      +    129 -3.312028e+00
9122    MSTRG.704 chr15  48433310  48433411      +    102  7.103777e+00
25871  MSTRG.1523 chr15  75344978  75345009      -     32 -5.597680e+00
12064   MSTRG.812 chr15  41796540  41796630      -     91 -1.182688e+00
12084   MSTRG.812 chr15  41796540  41796630      -     91 -1.182688e+00
12102   MSTRG.812 chr15  41796540  41796630      -     91 -1.182688e+00
21853  MSTRG.1283 chr15  66792631  66792714      -     84 -1.887964e+00
3587    MSTRG.261 chr15  23097143  23098550      -   1408  2.910971e+00
23834  MSTRG.1436 chr15  74418286  74420965      -   2680  2.965944e+00
34011  MSTRG.2151 chr15  91010682  91010824      +    143 -7.265752e-01
34050  MSTRG.2151 chr15  91010682  91010824      +    143 -7.265752e-01
25853  MSTRG.1515 chr15  75238435  75238707      -    273 -1.420051e+00
9387    MSTRG.717 chr15  43641105  43641243      +    139 -1.914172e+00
9409    MSTRG.717 chr15  43641105  43641243      +    139 -1.914172e+00
30646  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30683  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30713  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30742  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30772  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30802  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30832  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30861  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
30890  MSTRG.1844 chr15  86207794  86207986      +    193 -2.213688e+00
15229   MSTRG.959 chr15  50994492  50995790      -   1299 -1.694099e+00
32746  MSTRG.2001 chr15  91643182  91643593      +    412  8.295886e+00
28278  MSTRG.1664 chr15  79503943  79505701      -   1759  6.929602e+00
28282  MSTRG.1664 chr15  79503943  79505701      -   1759  6.929602e+00
28285  MSTRG.1664 chr15  79503962  79505701      -   1740  6.929602e+00
10504   MSTRG.747 chr15  49301413  49301575      -    163  2.168392e+00
10521   MSTRG.747 chr15  49301413  49301575      -    163  2.168392e+00
23932  MSTRG.1440 chr15  72030071  72030346      +    276 -3.186075e+00
23944  MSTRG.1440 chr15  72030071  72030346      +    276 -3.186075e+00
34678  MSTRG.2207 chr15 102201915 102202019      -    105 -8.055537e-01
34698  MSTRG.2207 chr15 102201915 102202019      -    105 -8.055537e-01
8241    MSTRG.638 chr15  45774680  45777515      -   2836  2.409152e+00
9125    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9141    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9155    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9188    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9204    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9220    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9236    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
9253    MSTRG.705 chr15  48441229  48441280      -     52  2.200083e+00
10322   MSTRG.733 chr15  44046022  44046100      +     79 -8.400695e-01
33923  MSTRG.2140 chr15  90809520  90809630      +    111  3.867427e-01
33938  MSTRG.2140 chr15  90809520  90809630      +    111  3.867427e-01
33956  MSTRG.2140 chr15  90809520  90809630      +    111  3.867427e-01
33964  MSTRG.2140 chr15  90809520  90809630      +    111  3.867427e-01
29384  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29404  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29415  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29427  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29439  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29468  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29480  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29491  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29503  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29515  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29527  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
29537  MSTRG.1768 chr15  83222217  83222306      -     90  1.831543e+00
15459   MSTRG.993 chr15  52548836  52548917      -     82  2.003920e+00
12073   MSTRG.812 chr15  41799760  41799855      -     96  3.471281e+00
12092   MSTRG.812 chr15  41799760  41799855      -     96  3.471281e+00
12111   MSTRG.812 chr15  41799760  41799855      -     96  3.471281e+00
34784  MSTRG.2222 chr15  99501659  99503079      -   1421 -4.645514e-01
7908    MSTRG.616 chr15  44180373  44180464      -     92  2.974299e+00
7922    MSTRG.616 chr15  44180373  44180464      -     92  2.974299e+00
7937    MSTRG.616 chr15  44180373  44180464      -     92  2.974299e+00
7953    MSTRG.616 chr15  44180373  44180464      -     92  2.974299e+00
13253   MSTRG.841 chr15  42584933  42585115      +    183  1.586851e-01
13278   MSTRG.841 chr15  42584933  42585115      +    183  1.586851e-01
13294   MSTRG.841 chr15  42584933  42585115      +    183  1.586851e-01
23839  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23843  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23846  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23850  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23854  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23858  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23861  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
23864  MSTRG.1437 chr15  74423548  74423657      +    110  5.081233e+00
4201    MSTRG.287 chr15  29101279  29101720      +    442  1.817834e+00
9132    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9147    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9161    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9175    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9195    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9212    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9227    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9244    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9259    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9269    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
9278    MSTRG.705 chr15  48450372  48450421      -     50  7.410468e-01
18636  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18695  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18755  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18813  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18872  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18930  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
18990  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19050  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19110  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19168  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19229  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19287  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
19346  MSTRG.1205 chr15  62985039  62985140      +    102  1.205818e+00
