GeneID Chr Start End Strand Length logFC.group2 logFC.group3 logFC.group4 logCPM LR PValue FDR
MSTRG.918.4 chr15 52152860 52208033 + 55174 -0.4370693 0.8074121 1.593219 8.7229507 110.0375 1.077121E-23 1.03051E-22
MSTRG.918.5 chr15 52179166 52241918 + 62753 -0.5217617 0.7289242 1.400816 8.7569033 120.2485 6.822117E-26 6.980809E-25
MSTRG.919.1 chr15 52156454 52189852 + 33399 -0.1671938 0.584679 1.35794 6.1022645 44.33768 1.279396E-09 4.904927E-09
MSTRG.922.1 chr15 52208454 52256365 + 47912 -0.3820725 0.5661463 0.4363626 7.2475138 21.80594 7.158569E-05 0.0001542708
MSTRG.922.2 chr15 52209164 52256344 + 47181 -0.3823503 0.5693339 0.4349414 7.2448859 21.91131 6.806235E-05 0.0001468261
MSTRG.922.3 chr15 52225627 52256365 + 30739 0.02889566 1.014033 0.8361574 7.0452561 28.20703 3.286168E-06 8.591959E-06
MSTRG.922.4 chr15 52249792 52256364 + 6573 -0.1901825 0.7566498 1.430727 6.0280303 40.20377 9.646291E-09 3.371067E-08
MSTRG.922.5 chr15 52253320 52256353 + 3034 -0.7103492 0.4613945 1.768446 5.5470717 60.02972 5.792927E-13 2.901223E-12
MSTRG.924.1 chr15 52216546 52226515 + 9970 -2.025357 -1.821699 0.02704954 3.9751789 19.26218 0.0002413072 0.0004843169
MSTRG.926.1 chr15 52239655 52291182 + 51528 0.2657648 1.10094 0.7257675 7.3475824 25.1242 1.454424E-05 3.470933E-05
MSTRG.927.1 chr15 52270375 52323290 + 52916 0.9216406 1.459871 3.034777 6.3942579 79.82503 3.346312E-17 2.090588E-16
MSTRG.932.1 chr15 53030859 53037385 + 6527 1.052215 0.7252352 1.441459 3.5974415 9.64357 0.02185206 0.03230032
MSTRG.932.2 chr15 53031219 53037361 + 6143 1.052215 0.7252352 1.441459 3.5974415 9.64357 0.02185206 0.03230032
MSTRG.934.1 chr15 53108186 53108429 + 244 3.993907 2.750029 4.076033 0.4530731 4.262991 0.2344305 0.2743595
MSTRG.938.1 chr15 50449936 50465684 + 15749 -0.1721415 0.1220176 0.3218533 4.0549933 3.256727 0.353711 0.3985437
MSTRG.938.2 chr15 50449936 50465679 + 15744 -0.1721415 0.1220176 0.3218533 4.0549933 3.256727 0.353711 0.3985437
MSTRG.938.3 chr15 50450648 50465920 + 15273 -0.2111845 -0.02749368 0.3281818 3.5414009 2.414697 0.4909046 0.5309734
MSTRG.941.1 chr15 50509980 50516922 + 6943 2.760606 7.328855 1.904392 5.5686465 465.2513 1.616864E-100 9.717124E-99
MSTRG.943.1 chr15 50553904 50612619 + 58716 -0.6567032 -0.06997401 0.08371895 6.4957422 12.09079 0.007078541 0.01133363
MSTRG.946.1 chr15 50598602 50696947 + 98346 0.9341851 -0.1551698 0.5036534 7.9116289 22.06039 6.337088E-05 0.000137191
MSTRG.946.2 chr15 50598610 50706770 + 108161 0.9401316 -0.1493771 0.5190118 7.9291569 22.38583 5.421846E-05 0.0001190073
MSTRG.946.3 chr15 50609840 50664391 + 54552 0.9670298 -0.2842946 0.4945746 7.7550292 25.6561 1.125686E-05 2.736925E-05
MSTRG.946.4 chr15 50633601 50663525 + 29925 1.162969 -0.1645988 0.6697619 7.6486551 30.1334 1.293701E-06 3.559137E-06
MSTRG.946.5 chr15 50646371 50663525 + 17155 1.692346 0.1077842 1.262733 6.9641979 31.67731 6.120484E-07 1.75866E-06
MSTRG.946.7 chr15 50646867 50664247 + 17381 1.666717 -0.1771145 1.196006 6.8142737 30.28301 1.203257E-06 3.31673E-06
MSTRG.946.8 chr15 50646867 50665527 + 18661 1.660596 -0.1813731 1.191807 6.8202506 30.00415 1.377284E-06 3.779975E-06
MSTRG.946.9 chr15 50646943 50725276 + 78334 1.412562 0.3968581 1.03802 7.258197 19.1519 0.0002543218 0.0005072535
MSTRG.949.1 chr15 50619882 50626256 + 6375 -1.177037 -1.014136 -1.092228 2.0447578 5.930448 0.1150436 0.146055
MSTRG.951.1 chr15 50628271 51128314 + 500044 -0.4003542 0.3797782 -0.1370107 10.5774801 19.21148 0.0002472056 0.0004938324
MSTRG.952.1 chr15 50687511 50729166 + 41656 0.9042846 1.086748 0.6483528 4.4518578 9.341459 0.02507919 0.03662614
MSTRG.953.1 chr15 50716574 50828672 + 112099 -0.02630957 0.1818956 0.03660743 8.6657191 1.622445 0.6543115 0.6871893
MSTRG.953.5 chr15 50716582 50793719 + 77138 -0.07029381 0.1778251 0.0044168 8.6051099 1.988836 0.5747271 0.6123248
MSTRG.953.6 chr15 50716582 50793284 + 76703 -0.06708934 0.1796877 0.008495368 8.6014812 1.972105 0.5782166 0.615121
MSTRG.953.7 chr15 50716592 50791940 + 75349 -0.04767785 0.2199788 0.01241189 8.5213585 2.444528 0.4853996 0.5262196
MSTRG.957.1 chr15 50896497 50938323 + 41827 -0.6587767 0.3500214 -0.05670173 6.8005695 20.71013 0.0001209237 0.0002520671
MSTRG.958.1 chr15 50957920 50984888 + 26969 -0.09038788 1.856221 0.3256765 4.3524828 57.47363 2.036111E-12 9.65343E-12
MSTRG.96.1 chr15 24882335 24882758 + 424 1.374567 0.5167672 0.9179032 1.1888718 2.440228 0.4861901 0.5267195
MSTRG.961.1 chr15 51038927 51079774 + 40848 -0.4891521 1.306438 0.2838386 6.2211733 57.19825 2.331269E-12 1.09675E-11
MSTRG.964.1 chr15 51130741 51145253 + 14513 -0.41363 -0.1195522 -0.1804492 3.1219922 1.349284 0.7174646 0.7455971
MSTRG.974.1 chr15 51362960 51394178 + 31219 1.143451 1.510435 1.06571 3.131189 5.974246 0.11287 0.1435518
MSTRG.975.1 chr15 53355655 53356350 + 696 -0.06878691 -1.064623 -0.0007669714 1.2607177 1.790176 0.617075 0.6512637
MSTRG.976.1 chr15 53427630 53428632 + 1003 -0.5150986 -0.7413717 -0.7028857 1.5882883 1.39016 0.7078429 0.7363154
MSTRG.977.1 chr15 53444824 53445353 + 530 -0.629683 0.1527783 0.2838091 0.5618317 1.330916 0.7218051 0.7497425
MSTRG.978.1 chr15 53448188 53788024 + 339837 0.2154955 1.609576 0.1550871 6.5299517 21.70179 7.524659E-05 0.0001611833
MSTRG.978.2 chr15 53448226 53481331 + 33106 0.7346025 2.484294 0.9053009 4.2933368 45.6673 6.674662E-10 2.642002E-09
MSTRG.981.1 chr15 53719063 53724666 + 5604 0.7756753 2.259599 0.5148629 5.4428576 12.72211 0.005277773 0.008602084
MSTRG.981.2 chr15 53719063 53724665 + 5603 0.7756753 2.259599 0.5148629 5.4428576 12.72211 0.005277773 0.008602084
MSTRG.983.1 chr15 53719838 53721785 + 1948 0.8426256 1.733513 0.2526257 4.302266 7.983711 0.04634956 0.06435846
MSTRG.984.1 chr15 53118638 53118889 + 252 5.650648 5.558391 5.373643 1.4164246 10.84016 0.01262235 0.01940559
MSTRG.987.1 chr15 53121049 53121810 + 762 0.8626876 1.733197 0.5338377 2.0658328 7.847026 0.04928132 0.06811901
MSTRG.988.1 chr15 53177750 53178321 + 572 -1.079497 -0.4227352 -0.6448457 8.3666067 27.3126 5.062586E-06 1.288905E-05
MSTRG.989.1 chr15 54993732 54994403 + 672 0.3374545 0.8169122 0.07907665 1.8115613 2.133668 0.5451315 0.5821012
MSTRG.992.1 chr15 52472201 52498200 + 26000 0.7795497 1.608794 3.369666 6.2084226 145.6736 2.259204E-31 2.79421E-30
MSTRG.994.1 chr15 52520345 52520614 + 270 -0.2582587 1.27307 0.3659434 0.7853027 3.34633 0.3412463 0.3858235
MSTRG.995.1 chr15 52525190 52525511 + 322 -0.09565978 0.3354854 1.607716 1.4256494 13.84837 0.00311898 0.005310729
MSTRG.996.1 chr15 52530870 52531134 + 265 0.8340169 -1.377054 -0.2852759 1.3141087 8.042547 0.04514053 0.06290484
MSTRG.998.1 chr15 52563429 52579172 + 15744 0.7716549 1.145243 3.019346 4.2077736 85.59918 1.929903E-18 1.309205E-17
MSTRG.998.2 chr15 52577943 52578369 + 427 0.9311956 1.717027 0.7014822 1.1242928 3.077587 0.3798168 0.4254866
NM_000057 chr15 91260558 91358692 + 98135 0.8194648 -0.3106318 -0.2591968 5.9450685 11.78803 0.008145718 0.01290192
NM_000070 chr15 42651698 42704515 + 52818 1.405476 0.2303524 1.785749 8.2419297 43.03961 2.413807E-09 9.003246E-09
NM_000137 chr15 80445233 80478924 + 33692 -1.405112 3.479304 -0.4073383 8.66461 405.066 1.769326E-87 9.20697E-86
NM_000236 chr15 58724175 58861073 + 136899 -0.494981 5.942529 -0.6175921 8.5373625 890.9032 8.320696E-193 2.366961E-190
NM_000338 chr15 48498498 48596275 + 97778 0.7076574 1.217513 -0.2339011 4.1404634 8.124535 0.04350686 0.06092673
NM_000366 chr15 63334838 63358292 + 23455 -8.018701 -7.759744 -7.097909 13.8901581 1642.068 0 0
NM_000693 chr15 101419897 101456830 + 36934 1.47056 1.419815 1.500184 6.47609 15.03965 0.001783077 0.003141367
NM_000745 chr15 78857862 78887611 + 29750 -0.1186204 -0.8139679 -0.2650354 4.4128366 4.234508 0.2372296 0.2770276
NM_000746 chr15 32322686 32462384 + 139699 0.2934704 -0.08842141 -0.1231786 5.2404753 3.331848 0.3432345 0.3876605
NM_000761 chr15 75041184 75048941 + 7758 -0.2277529 12.09791 2.418312 9.767579 588.0486 3.92867E-127 3.286987E-125
NM_000810 chr15 27111866 27194357 + 82492 7.292443 0.3726772 0.602711 7.0693506 212.0734 1.037692E-45 2.078795E-44
NM_000875 chr15 99191768 99507759 + 315992 -0.7390195 -2.687891 -0.5755363 8.4303022 95.64229 1.343622E-20 1.025624E-19
NM_001001413 chr15 22736246 22746002 + 9757 0.3170193 0.02711319 -0.1797111 0.9461611 0.742609 0.863139 0.8764908
NM_001001556 chr15 49447956 49622002 + 174047 -0.6363156 -0.05155649 -0.6340218 7.2332298 15.15483 0.001689006 0.002989212
NM_001003 chr15 69745159 69747884 + 2726 -1.86392 -0.01754977 -0.7770446 10.6734209 39.44475 1.397128E-08 4.803824E-08
NM_001004309 chr15 90895477 90904715 + 9239 0.6682334 -1.807073 -0.7383398 3.6568756 40.19028 9.710035E-09 3.390566E-08
NM_001007072 chr15 85144249 85159841 + 15593 0.2947904 0.2060156 -0.2270126 4.1330804 2.394199 0.4947153 0.5345531
NM_001008226 chr15 82555152 82577267 + 22116 0.8230489 1.718846 4.14535 5.7773747 49.70242 9.244277E-11 3.867189E-10
NM_001012969 chr15 43622554 43641615 + 19062 -0.735865 -1.008907 -1.784822 5.5337594 34.82688 1.325282E-07 4.158073E-07
NM_001013619 chr15 78799906 78826012 + 26107 -0.6749096 -0.3388855 -0.7149287 4.5375135 5.327399 0.1493344 0.1840051
NM_001013657 chr15 90777487 90785312 + 7826 -0.282139 0.3265172 -0.2563433 4.0887333 5.407034 0.144306 0.1788046
NM_001013703 chr15 40226325 40327797 + 101473 -0.4538478 0.2970591 0.004693239 8.6785365 16.00677 0.001130368 0.002040305
NM_001015001 chr15 43985084 43991420 + 6337 9.782961 2.752943 4.795424 3.8433798 149.6447 3.143427E-32 3.980119E-31
NM_001017919 chr15 91498106 91506355 + 8250 0.3176948 0.4615059 -0.2166299 5.7011299 3.587609 0.309576 0.3519746
NM_001018004 chr15 63334838 63364113 + 29276 -6.942628 -6.857021 -6.063307 13.9219549 1592.832 0 0
NM_001018005 chr15 63334838 63358292 + 23455 -8.018701 -7.759744 -7.097909 13.8901581 1642.068 0 0
NM_001018006 chr15 63334838 63364113 + 29276 -6.942628 -6.857021 -6.063307 13.9219549 1592.832 0 0
NM_001018007 chr15 63334838 63364113 + 29276 -6.942628 -6.857021 -6.063307 13.9219549 1592.832 0 0
NM_001018008 chr15 63340636 63362831 + 22196 -7.182777 -7.428312 -6.511899 13.5733282 1808.674 0 0
NM_001018020 chr15 63334838 63364113 + 29276 -6.942628 -6.857021 -6.063307 13.9219549 1592.832 0 0
NM_001018090 chr15 57884102 58009755 + 125654 -4.279289 -4.928197 -3.520614 10.92826 612.698 1.780736E-132 1.688533E-130
NM_001018091 chr15 57884102 58009755 + 125654 -4.279289 -4.928197 -3.520614 10.92826 612.698 1.780736E-132 1.688533E-130
NM_001018100 chr15 57884102 57977562 + 93461 -8.440551 -7.818369 -4.129679 10.6366907 625.3632 3.197514E-135 4.134482E-133
NM_001018102 chr15 57998719 58009755 + 11037 -1.010428 -1.774389 -1.484381 8.455881 86.45101 1.266675E-18 8.689555E-18
NM_001018108 chr15 44084040 44088287 + 4248 -2.131408 -0.6404604 -1.4737 10.1556094 101.4624 7.534134E-22 6.391282E-21
NM_001024736 chr15 73976622 74006859 + 30238 -0.7680732 0.9145289 -0.2864669 7.7397943 43.00135 2.45938E-09 9.157219E-09
NM_001025248 chr15 48623621 48635570 + 11950 -0.2788409 -0.411412 -0.3276403 7.6859732 2.462757 0.4820594 0.5229971
NM_001025249 chr15 48623621 48635570 + 11950 -0.2788409 -0.411412 -0.3276403 7.6859732 2.462757 0.4820594 0.5229971
NM_001030005 chr15 75118951 75124136 + 5186 5.637174 -4.549725 -1.641497 4.1477473 146.1163 1.813339E-31 2.249278E-30
NM_001031715 chr15 67547138 67794142 + 247005 0.3815429 0.8196667 0.5030479 6.8172096 7.455455 0.05871412 0.08011933
NM_001032367 chr15 41136643 41149853 + 13211 0.5295324 2.257824 6.071761 6.7302809 472.8286 3.687994E-102 2.314216E-100
NM_001033028 chr15 22955755 23003603 + 47849 0.7582655 0.2664134 0.8863601 8.2614546 16.02077 0.00112292 0.002029437
NM_001033088 chr15 90808895 90815443 + 6549 0.01241713 -1.610116 -1.651917 9.4815316 58.21344 1.415278E-12 6.793018E-12
NM_001036 chr15 33603163 34158304 + 555142 1.256026 -0.2327297 0.6186652 7.4153258 19.45241 0.000220396 0.0004452793
NM_001039675 chr15 91473410 91497323 + 23914 -0.4829105 -0.09877769 0.004078971 7.9943001 4.001417 0.2613112 0.3024325
NM_001039841 chr15 30918879 30931013 + 12135 0.08326608 1.625548 0.6911111 2.2974648 14.99296 0.001822675 0.003203193
NM_001040450 chr15 59063393 59149734 + 86342 0.4349279 -0.4989861 0.2245358 7.4046358 14.10152 0.002770171 0.004749024
NM_001040453 chr15 59063393 59149734 + 86342 0.4349279 -0.4989861 0.2245358 7.4046358 14.10152 0.002770171 0.004749024
NM_001042367 chr15 73735499 73852353 + 116855 -0.4171517 -0.1802403 -0.3763644 5.4785947 2.337959 0.505288 0.5451489
NM_001042572 chr15 93443551 93492463 + 48913 0.9825213 0.9584987 0.8162587 7.0364804 11.19604 0.0107117 0.01668741
NM_001042574 chr15 91073118 91188577 + 115460 -0.4730423 0.5998862 -0.4605064 9.0184858 52.63133 2.197061E-11 9.615241E-11
NM_001077268 chr15 41099274 41106767 + 7494 -0.146333 0.8372488 0.04661218 6.6417117 20.11193 0.0001609127 0.0003313317
NM_001080435 chr15 83478380 83503613 + 25234 -0.3921642 -0.09466073 0.09410395 6.4017928 4.385923 0.2226942 0.2622064
NM_001080462 chr15 72690668 72700708 + 10041 2.117224 3.645698 4.38994 0.3332951 9.696406 0.02133117 0.03162616
NM_001080534 chr15 54305101 54920806 + 615706 2.293677 0.9639172 0.05030623 7.3936922 55.06305 6.656757E-12 3.04768E-11
NM_001080541 chr15 41952610 42062141 + 109532 -0.9294264 -0.6140296 -0.6498332 8.105421 19.66737 0.0001989294 0.000404977
NM_001083612 chr15 78799906 78829715 + 29810 -0.9021535 -0.2300642 -0.8723089 5.1127499 12.45481 0.005977007 0.009671554
NM_001101362 chr15 65369154 65372276 + 3123 -7.103461 -9.693018 -6.197938 2.8842723 301.9353 3.792348E-65 1.172605E-63
NM_001101404 chr15 78384927 78396393 + 11467 1.770857 0.2441041 0.5421574 2.1996764 16.14523 0.001058826 0.001925836
NM_001102610 chr15 22833395 22872783 + 39389 0.4843565 -0.7300195 -0.2562684 6.6331449 17.76177 0.0004925165 0.0009424071
NM_001102667 chr15 78832747 78841563 + 8817 -0.6505797 0.3753642 -0.6762792 8.5309725 33.69914 2.29315E-07 6.96432E-07
NM_001102668 chr15 78832747 78841563 + 8817 -0.6505797 0.3753642 -0.6762792 8.5309725 33.69914 2.29315E-07 6.96432E-07
NM_001104554 chr15 69606742 69699976 + 93235 0.04309254 -0.1316823 2.180713 6.0079446 91.96801 8.275723E-20 5.995333E-19
NM_001113378 chr15 89787194 89860362 + 73169 0.2973461 -0.01152595 0.3316854 6.5416141 2.156164 0.5406342 0.5777326
NM_001114632 chr15 42120283 42129785 + 9503 -0.4055359 -0.9580602 0.591829 6.0288139 23.42465 3.293481E-05 7.447421E-05
NM_001114633 chr15 42131011 42140346 + 9336 0.1363934 -0.958527 0.9700477 6.5466652 18.65981 0.0003214447 0.0006306228
NM_001127190 chr15 75074425 75095539 + 21115 -0.1803335 0.5670736 0.6411898 7.4733269 10.65722 0.01373145 0.0208959
NM_001128608 chr15 42066632 42120053 + 53422 1.223538 -0.04753832 0.5844147 7.4215477 41.87487 4.265082E-09 1.535789E-08
NM_001128610 chr15 50716574 50793280 + 76707 -0.06708934 0.1796877 0.008495368 8.6014812 1.972105 0.5782166 0.615121
NM_001128628 chr15 40509629 40569688 + 60060 2.078791 -1.775233 -0.4615108 6.6547783 68.04738 1.117616E-14 6.137539E-14
NM_001128629 chr15 40509629 40569688 + 60060 2.078791 -1.775233 -0.4615108 6.6547783 68.04738 1.117616E-14 6.137539E-14
NM_001130010 chr15 36871804 37102461 + 230658 -1.900259 -1.232544 -1.325401 9.8445254 78.46832 6.539428E-17 4.032332E-16
NM_001130028 chr15 74907335 74922542 + 15208 -0.6934388 -0.2644357 0.2265133 7.3578764 15.45367 0.001467274 0.002606518
NM_001130136 chr15 74421715 74429143 + 7429 3.731228 -4.716056 -1.764713 5.9209913 93.06765 4.803406E-20 3.558357E-19
NM_001130137 chr15 74421996 74429143 + 7148 3.727191 -4.716054 -1.785203 5.9171115 93.14773 4.616818E-20 3.43205E-19
NM_001130138 chr15 74422590 74429143 + 6554 3.676829 -4.715748 -1.784551 5.873631 92.5182 6.303786E-20 4.613766E-19
NM_001130182 chr15 78556989 78574538 + 17550 -1.608381 -5.084395 -2.934681 9.3142018 112.6842 2.901393E-24 2.82654E-23
NM_001130183 chr15 78558560 78574538 + 15979 -1.631453 -5.155976 -2.956322 9.2638068 119.0661 1.226178E-25 1.248712E-24
NM_001130414 chr15 29213840 29410516 + 196677 4.500081 1.140576 0.8485837 7.9266791 333.923 4.514395E-72 1.618733E-70
NM_001130447 chr15 42841011 42862190 + 21180 0.2776101 -0.203542 0.2230261 6.8973547 4.551578 0.2077355 0.2471167
NM_001130448 chr15 41062159 41064648 + 2490 1.184261 0.1309353 1.148359 3.5323362 5.340534 0.1484937 0.183128
NM_001130926 chr15 100106133 100256629 + 150497 -0.9435728 -1.827993 -1.600648 9.911048 33.04337 3.153536E-07 9.318655E-07
NM_001130927 chr15 100106133 100256629 + 150497 -0.9435728 -1.827993 -1.600648 9.911048 33.04337 3.153536E-07 9.318655E-07
NM_001130928 chr15 100173183 100256629 + 83447 -0.9645996 -1.888716 -1.630152 9.865907 34.70174 1.408452E-07 4.402831E-07
NM_001135 chr15 89346674 89418585 + 71912 1.91105 0.7039891 1.413412 3.9436183 17.61592 0.0005278084 0.001008128
NM_001142761 chr15 40674922 40686489 + 11568 0.1882249 -0.2065574 -0.7489231 5.4935537 8.423742 0.03801981 0.0536654
NM_001142762 chr15 40674922 40686489 + 11568 0.1882249 -0.2065574 -0.7489231 5.4935537 8.423742 0.03801981 0.0536654
NM_001142776 chr15 41245636 41248717 + 3082 0.5908452 -0.8655625 -1.741559 3.610292 22.79061 4.465148E-05 9.954434E-05
NM_001142885 chr15 52043758 52108558 + 64801 4.126552 -1.615326 -0.06502615 9.5316225 455.0072 2.681233E-98 1.546057E-96
NM_001143688 chr15 66585920 66626236 + 40317 -0.6412805 -0.7608134 -1.040095 7.8310653 30.99496 8.521293E-07 2.374942E-06
NM_001143783 chr15 91428276 91439006 + 10731 -1.014574 1.275124 0.9713584 6.8449566 33.11553 3.044929E-07 9.054154E-07
NM_001143784 chr15 91428276 91439006 + 10731 -1.014574 1.275124 0.9713584 6.8449566 33.11553 3.044929E-07 9.054154E-07
NM_001143785 chr15 91427665 91439006 + 11342 -1.00625 1.287788 0.9765354 6.8526342 33.4049 2.6456E-07 7.916394E-07
NM_001143936 chr15 67813522 67819641 + 6120 1.572901 -0.6449247 -0.4076935 5.8995462 41.61009 4.85409E-09 1.737618E-08
NM_001144757 chr15 32933870 32989298 + 55429 5.488533 2.598349 -0.2410656 7.9003786 342.9486 5.017307E-74 1.928725E-72
NM_001144903 chr15 83776324 83806111 + 29788 1.246926 -1.628302 0.8004851 7.1461049 85.24677 2.297132E-18 1.553385E-17
NM_001144955 chr15 49913226 49937333 + 24108 -0.1696767 -0.8303104 0.4042151 6.7403101 19.31207 0.0002356387 0.0004740548
NM_001145044 chr15 92396938 92715665 + 318728 -0.4527384 -1.409482 -0.1684503 8.0070568 28.6136 2.699689E-06 7.115709E-06
NM_001145102 chr15 67418054 67487533 + 69480 0.4254714 0.6536633 0.771117 8.2830769 6.482123 0.09037018 0.1171709
NM_001145103 chr15 67430359 67487533 + 57175 0.4231957 0.6508688 0.7699633 8.2813957 6.434933 0.09226421 0.119409
NM_001145104 chr15 67458493 67487533 + 29041 0.4602326 0.6450718 0.794402 8.1566091 6.272457 0.09908137 0.1273434
NM_001145155 chr15 96869157 96883492 + 14336 -1.136648 0.7699845 1.348603 8.2548572 35.86162 8.010213E-08 2.583491E-07
NM_001145156 chr15 96875794 96883492 + 7699 -1.406422 0.4913548 1.179922 7.8048316 34.85457 1.307555E-07 4.105473E-07
NM_001145157 chr15 96876569 96883492 + 6924 -1.408155 0.4821276 1.172918 7.7954194 34.74127 1.381632E-07 4.325328E-07
NM_001145224 chr15 75575182 75588148 + 12967 3.460237 6.9051 1.413411 0.8678873 54.17332 1.030506E-11 4.633477E-11
NM_001145335 chr15 76136385 76193388 + 57004 -0.9491202 -2.294256 -0.9276845 7.8393165 102.6504 4.183467E-22 3.613533E-21
NM_001145643 chr15 40643234 40648634 + 5401 4.176785 4.551124 5.029782 0.8306646 6.434977 0.09226242 0.119409
NM_001145646 chr15 63569749 63601325 + 31577 1.440922 -0.7627833 1.144564 6.6878253 79.33889 4.254372E-17 2.646269E-16
NM_001145668 chr15 48483867 48495951 + 12085 8.040108 0 1.412812 2.3667889 121.4682 3.725765E-26 3.896529E-25
NM_001146094 chr15 31196076 31203991 + 7916 0.5481785 -0.2617676 -0.5819564 6.206559 24.49524 1.968616E-05 4.602787E-05
NM_001146095 chr15 31196055 31203991 + 7937 0.5398396 -0.2700781 -0.5902883 6.2085046 24.44133 2.020332E-05 4.715949E-05
NM_001146096 chr15 31196076 31203991 + 7916 0.5481785 -0.2617676 -0.5819564 6.206559 24.49524 1.968616E-05 4.602787E-05
NM_001146341 chr15 79575146 79590581 + 15436 0.5278376 -0.4961615 -2.498486 4.0877241 25.60692 1.152679E-05 2.800957E-05
NM_001159280 chr15 43622554 43646753 + 24200 -1.636033 -1.692011 -2.5876 6.5521155 125.447 5.177424E-27 5.550771E-26
NM_001159508 chr15 40697686 40713512 + 15827 -1.349339 0.8017743 -1.505057 9.7942606 158.1927 4.499326E-34 5.835448E-33
NM_001159629 chr15 50474393 50528589 + 54197 2.398464 8.362286 2.413089 8.6976903 620.4817 3.656861E-134 4.21725E-132
NM_001159643 chr15 94841430 95027181 + 185752 0.7815152 2.127236 3.619637 6.4364167 177.2064 3.537815E-38 5.241617E-37
NM_001159644 chr15 94899164 94946494 + 47331 0.7384681 3.033971 4.225772 4.1486351 103.4632 2.797188E-22 2.450843E-21
NM_001164269 chr15 40987378 41024356 + 36979 0.04563136 0.6618204 0.005299988 5.2341637 6.380113 0.09451238 0.1220225
NM_001164270 chr15 40987327 41024356 + 37030 0.04563136 0.6618204 0.005299988 5.2341637 6.380113 0.09451238 0.1220225
NM_001164273 chr15 41952610 42062141 + 109532 -0.9294264 -0.6140296 -0.6498332 8.105421 19.66737 0.0001989294 0.000404977
NM_001164404 chr15 75550899 75565796 + 14898 2.50796 7.166999 1.564308 3.8160519 227.6262 4.508717E-49 1.01792E-47
NM_001165037 chr15 27112273 27194357 + 82085 7.288949 0.3726596 0.6026774 7.0660977 212.0456 1.052155E-45 2.092454E-44
NM_001165257 chr15 51973550 52013223 + 39674 7.856324 -0.8954678 -0.1148692 8.8762112 860.6672 3.008521E-186 7.131865E-184
NM_001166340 chr15 72406599 72433311 + 26713 -0.1234494 -0.5918206 -0.6249039 4.5866067 6.647862 0.08401008 0.1097584
NM_001167580 chr15 91643182 91844539 + 201358 3.705947 -1.618889 -1.483507 8.8666143 257.708 1.408004E-55 3.663385E-54
NM_001167941 chr15 44119112 44160617 + 41506 0.3647297 0.6858843 0.5589624 5.4034688 5.076108 0.1663082 0.2024642
NM_001171894 chr15 100106133 100256629 + 150497 -0.9435728 -1.827993 -1.600648 9.911048 33.04337 3.153536E-07 9.318655E-07
NM_001172109 chr15 72409192 72433311 + 24120 -0.1234343 -0.5917868 -0.6303439 4.5854632 6.718608 0.08142856 0.10696
NM_001172110 chr15 72409246 72433311 + 24066 -0.1268845 -0.5918929 -0.6304239 4.5843647 6.702722 0.0820015 0.1074633
NM_001172111 chr15 72410631 72433311 + 22681 -0.1766893 -0.6055647 -0.6217665 4.513721 5.404072 0.1444901 0.1788626
